Latitude,Longitude,Depth,Region,SM
41.19602999999998,-5.359970000000001,0.05000000000000002,Canizal,0.3671083333333333
41.26504,-5.380489999999998,0.05000000000000002,Carretoro,0.09438333333333335
41.39391999999999,-5.321460000000001,0.05000000000000002,CasaPeriles,0.1854527777777778
41.300100000000015,-5.247039999999999,0.05000000000000002,ConcejodelMonte,0.2464027777777778
41.381340000000016,-5.42922,0.05000000000000002,ElCoto,0.047080357142857146
41.34888,-5.490269999999999,0.05000000000000002,ElTomillar,0.04017500000000001
41.30582000000002,-5.375659999999997,0.05000000000000002,Granja-g,0.12021666666666667
41.28920000000002,-5.467129999999998,0.05000000000000002,Guarrati,0.43233611111111103
41.14894000000002,-5.397570000000001,0.05000000000000002,LaAtalaya,0.21925277777777774
41.28546000000003,-5.300030000000003,0.05000000000000002,LaCruzdeElias,0.22420277777777778
41.37338,-5.548500000000001,0.05000000000000002,LasArenas,0.26606666666666673
41.18264,-5.47708,0.05000000000000002,LasBodegas,0.2143861111111111
41.44649000000002,-5.3587,0.05000000000000002,LasBrozas,0.13945555555555555
41.20547999999999,-5.415580000000002,0.05000000000000002,LasEritas,0.34131388888888886
41.274729999999984,-5.591899999999999,0.05000000000000002,LasTresRayas,0.1721861111111111
41.34708999999999,-5.224739999999998,0.05000000000000002,LasVacas,0.09591666666666666
41.42413,-5.374030000000001,0.05000000000000002,LasVictorias,0.04698611111111113
41.35757,-5.331130000000001,0.05000000000000002,LlanosdelaBoveda,0.2563916666666667
41.45586000000001,-5.410989999999999,0.05000000000000002,Paredinas,0.06553333333333333
41.23923000000001,-5.544269999999998,0.05000000000000002,Zamarron,0.13262222222222222
