Latitude,Longitude,Depth,Region,SM
41.19602999999998,-5.359970000000001,0.05000000000000002,Canizal,0.15681666666666666
41.26504,-5.380489999999998,0.05000000000000002,Carretoro,0.042775000000000014
41.39391999999999,-5.321460000000001,0.05000000000000002,CasaPeriles,0.07576666666666668
41.300100000000015,-5.247039999999999,0.05000000000000002,ConcejodelMonte,0.11236944444444447
41.381340000000016,-5.42922,0.05000000000000002,ElCoto,0.01611944444444445
41.34888,-5.490269999999999,0.05000000000000002,ElTomillar,0.007277777777777781
41.30582000000002,-5.375659999999997,0.05000000000000002,Granja-g,0.018897619047619045
41.28920000000002,-5.467129999999998,0.05000000000000002,Guarrati,0.15255277777777776
41.14894000000002,-5.397570000000001,0.05000000000000002,LaAtalaya,0.02548611111111112
41.28546000000003,-5.300030000000003,0.05000000000000002,LaCruzdeElias,0.10533333333333335
41.37338,-5.548500000000001,0.05000000000000002,LasArenas,0.07930833333333331
41.18264,-5.47708,0.05000000000000002,LasBodegas,0.09442500000000001
41.44649000000002,-5.3587,0.05000000000000002,LasBrozas,0.08319166666666668
41.20547999999999,-5.415580000000002,0.05000000000000002,LasEritas,0.19726666666666667
41.274729999999984,-5.591899999999999,0.05000000000000002,LasTresRayas,0.07230277777777777
41.34708999999999,-5.224739999999998,0.05000000000000002,LasVacas,0.03135833333333334
41.42413,-5.374030000000001,0.05000000000000002,LasVictorias,0.012916666666666675
41.35757,-5.331130000000001,0.05000000000000002,LlanosdelaBoveda,0.12858055555555556
41.45586000000001,-5.410989999999999,0.05000000000000002,Paredinas,0.008669444444444447
41.23923000000001,-5.544269999999998,0.05000000000000002,Zamarron,0.03032777777777778
